Date,Return
8/3/2009,0.005968773
8/4/2009,-0.001479016
8/5/2009,0.002701481
8/6/2009,-0.002607506
8/7/2009,0.012744714
8/10/2009,-0.003839467
8/11/2009,-0.003994646
8/12/2009,0.004624311
8/13/2009,-0.009463165
8/14/2009,0.006794505
8/17/2009,-0.014042726
8/18/2009,0.004934938
8/19/2009,0.005407726
8/20/2009,0.002581204
8/21/2009,0.003509379
8/24/2009,-0.002431217
8/25/2009,0.001177294
8/26/2009,0.002532702
8/27/2009,-0.000746023
8/28/2009,0.005044371
8/31/2009,0.001347579
9/1/2009,-0.00353489
9/2/2009,0.003904042
9/3/2009,0.000260609
9/4/2009,0.003891263
9/8/2009,0.000379058
9/9/2009,0.004583737
9/10/2009,0.008925421
9/11/2009,0.00253809
9/14/2009,0.001320566
9/15/2009,0.011123854
9/16/2009,-0.000878091
9/17/2009,0.002425759
9/18/2009,-0.003104697
9/21/2009,0.000389274
9/22/2009,0.001975708
9/23/2009,0.00025491
9/24/2009,-0.002475914
9/25/2009,-0.002255101
9/28/2009,0.006719846
9/29/2009,-0.000277702
9/30/2009,0.000931373
10/1/2009,-0.004985263
10/2/2009,-0.003213263
10/5/2009,0.004160925
10/6/2009,0.001904392
10/7/2009,0.001521906
10/8/2009,0.001141418
10/9/2009,-0.001608128
10/12/2009,0.003372904
10/13/2009,0.002590772
10/14/2009,0.001313776
10/15/2009,0.000965199
10/16/2009,0.001400972
10/19/2009,0.001794608
10/20/2009,0.000839475
10/21/2009,-0.006123489
10/22/2009,0.002356048
10/23/2009,-0.00165499
10/26/2009,-0.008535002
10/27/2009,0.000793282
10/28/2009,-0.016321447
10/29/2009,0.007544004
10/30/2009,2.75E-05
11/2/2009,-0.002399726
11/3/2009,-0.003991093
11/4/2009,0.002136594
11/5/2009,0.001232555
11/6/2009,-6.13E-05
11/9/2009,0.00526968
11/10/2009,0.003280107
11/11/2009,0.003379961
11/12/2009,-0.002353195
11/13/2009,0.002346096
11/16/2009,0.00187008
11/17/2009,0.001507991
11/18/2009,-0.000593064
11/19/2009,-0.002869582
11/20/2009,0.000134005
11/23/2009,0.001817291
11/24/2009,0.002696842
11/25/2009,0.002026584
11/27/2009,-0.005426267
11/30/2009,0.001156336
12/1/2009,0.002352662
12/2/2009,0.002567169
12/3/2009,-0.004915842
12/4/2009,0.001421886
12/7/2009,0.001039114
12/8/2009,-0.001147085
12/9/2009,-0.000800842
12/10/2009,-0.00039065
